userName;score;at;content;;
Fitria Fatmawati;4;29/03/2023 11:53;Perbaiki pelayanan nya masa gk bisa TF sesama gopay gk bisa di perbaiki;;
Yay;1;29/03/2023 11:53;mau kirim uang dari gopay kenapa ga bisa anjirrrrr!!!!!! suruh nunggu apalagi coba????;;
very novianto;1;29/03/2023 11:52;Upgrade gopay plus lama lebih dari 1x24 jam;;
sujensen dragride;1;29/03/2023 11:51;SETELAH UPDATE!!! GAGAL CEK SALDO GO-PAY. GO-PAY TIDAK BISA DIGUNAKAN. BAHKAN SALDO ITU TERTINGGAL DI DALAM DAN AKHIRNYA 0 GOJEK GAK JELAS SEKARANG AUTO PINDAH KE APP SEBELAH. GAK BERES. CS NYA MASA BODOH DENGAN KELUHAN. LAPORAN SAMPE SEKARANG DI GUBRIS. APP YANG SALAH. MEREKA SALAHKAN DRIVERNYA. LAPORAN DITUTUP MULU. APP MU ERROR WOI DEV GOJEK. SALDO GUA TERTINGGAL ITU SALDO DUIT BUKAN DAUNNN. ANJENK AUTO PINDAH;;
barra Taqy Fayyadi;1;29/03/2023 11:50;Saldo tiba tiba habis;;
Irwanarci Love;1;29/03/2023 11:49;Aplikasi tolol ngisi e-money saldo kepotong ke kartu ga masuk status selesai. Buat yg top up e-money jngn disini ga jls;;
Zaa Aa;1;29/03/2023 11:49;Ga bgt ni app Uda brp kali kejadian setiap mau Narik saldo pasti gagal , Jauhhhh Mending Dana;;
Nisrina Nada Zulfa;2;29/03/2023 11:48;Udah d perbarui tapi go pay ga bisa d pake, padahal saldo juga baru d top up. Tolong lah.. D bagusin lagi.;;
nelly solekha putri;5;29/03/2023 11:44;Good sudah di tingkatkan ^^;;
ahmad ustukhori;4;29/03/2023 11:41;mantab;;
hendro w;2;29/03/2023 11:41;sekarang tarifnya mahal jarang ada promo juga;;
EMA 1992;5;29/03/2023 11:40;aplikasi gojek ini dapat membantu orang untuk lebih efisien dalam hal apapun terima kasih sudah hadir memberi kenyamanan efisiensi bagi Indonesia;;
Wendy Kharisandy;1;29/03/2023 11:40;Makin hari makin gak jelas gojek ... Tiba2 gojek plus saya d tarik lagi padahal udah lama gopay plus saya dari tahun 2018 aplikasi sering lag lagi makin hari makin lelet;;
Anisa Christin;1;29/03/2023 11:39;Mau pesen makan di gofood tapi kok pembayarannya susah ya, mau bayar pake gopay dan pasang promo malah ga bisa tolong dong di benerin lagi laper malah apknya eror gitu;;
Budi Pranoto;4;29/03/2023 11:39;Kenapa ya hari ini tidak bisa tranfer?;;
6 - Yoas Raditya Prasti Saputra;1;29/03/2023 11:38;Untuk sistem nya di perbaiki, jangan sering error atau maintenance di weekdays. Karena ngehambat bngt kita yg lgi mau kerja & make fitur gopay untuk pembayaran tiket krl.;;
Raffi Fillian;1;29/03/2023 11:38;aplikasi gajelas gabia tf anajy;;
angga wahyu romadhoni;1;29/03/2023 11:38;Entah kenapa saldo saya ada tetapi tidak bisa untuk pembayaran, badbad;;
andreas petrus pangau;1;29/03/2023 11:36;Aplikasi gk praktis. Sudah simpan alamat tapi tidak bisa dipilih. Selain itu saat-saat genting sudah top up namun tidak bisa bayar menggunakan gopay. Sangat kecewa;;
Fauzan Fauzan;5;29/03/2023 11:35;Mantap;;
Andre Masalle;1;29/03/2023 11:32;Setelah top up malah ga bisa dipake gopaynya;;
Vicky;1;29/03/2023 11:31;Minor sekali bund pembayarannya bintang 0 untuk aplikasinya, bintang 0 untuk apply vouchernya.;;
Silvi Yana;5;29/03/2023 11:31;Sangat terbantu dengan aplikasi ini karena pemesanannya sangat mudah dan drivernya ramah2😊;;
Sinema2 SMAN 2 Padalarang;1;29/03/2023 11:30;ko tiba tiba error gopay ga terdetect) :;;
Natalia Sitorus;1;29/03/2023 11:24;Susah banget aplikasinya. Sudah isi gopay, saldo rek kepotong tp di aplikasi gak nambah;;
fitri anggraeni;1;29/03/2023 11:22;Lebih baik pake dana;;
Dewi Rachmawati;1;29/03/2023 11:15;HP baru, nomor baru. Gak dapet promo katanya penyalahgunaan HAHAHA GOJEK ANEH! BISA GITU YA DI NOMOR BARU DAN HP BARU DAFTARIN GOJEK UDAH ADA PENYALAHGUNAAN AJA;;
Anang Susilo;5;29/03/2023 11:11;Punya sma ada saldo 1 juta malah g bsa dipkai;;
Diah puji Meiliani;5;29/03/2023 11:03;Apk andalan wkwkwk;;
Supriadi Cekroll;5;29/03/2023 11:02;Bagus;;
Aoi;1;29/03/2023 11:00;Upgrade lama.. mau tf gabisa bisa;;
Hendri Purwoko;1;29/03/2023 10:56;Ngatur,,,,,,,,;;
Syafik Imron;5;29/03/2023 10:31;Pelayan bagus;;
Aris Maulana;1;29/03/2023 10:29;Bukan hanya dirating dipelayanan aplikasinya pun jelek. Gajelas disemua layanan;;
Subaikah Subaikah;1;29/03/2023 10:12;Gomart tidak bisa dibatalkan, padahal kesalahan klik itu rawan. Opsi bantuan tidak membantu, customer service lambat respon. Kecewa;;
Boeng Poetra;5;29/03/2023 10:11;Udh make 1 tahun lebih limit gopaylater gapernah naik nih;;
Kaisar Feng;1;29/03/2023 10:10;Driver pada gak ada atitude nunggu orderan 5 menit aja langsung mencak2 bilang bahwa management nya gak betul Dikata nyiapin orderan gak ada sop nya apa, tau nya pada mau enak dan cepet aja.;;
Arini Adha Puspita;5;29/03/2023 10:08;Bagus;;
snapdrag _14;5;29/03/2023 10:00;Mengapa gopaycicilnya tidak bisa digunakan?;;
Ganal Bnar;4;29/03/2023 09:59;Mantap;;
D'vlogger Style;1;29/03/2023 09:56;kebiasaan gojek. nahan duit orang. udh di upgrade gopayplus. malah turun ke regular . al hasil suruh nunggu lama lagi. bisa gk sistemnya di rubah. baru kali ini pakai e-wallet kaya gini bngt sengn nahan duit orng;;
kirno umi;4;29/03/2023 09:47;bagus sekali;;
Iwan Setiadi;1;29/03/2023 09:33;Jadi makin mahal, banyak biaya ini itu.;;
Rafi Indra;1;29/03/2023 09:26;Sistem ga jelas.. masih enak dluuuu sekrang itu payah;;
Eful Syeh;1;29/03/2023 09:23;aplikasi bangsaaatttt;;
suhufi mukarromatin;5;29/03/2023 09:22;Sangat sangat terbantu;;
Putra Adi;2;29/03/2023 09:14;Coba dulu kalo cocok saya tambahi bintang nya;;
Rifky Rifky;5;29/03/2023 09:08;Aplikasi nya bagus dan driver nya juga ramah;;
Sunarti Barasa;1;29/03/2023 09:06;Aprovall gopay plus lama banget udah lebih 3 hari belum di ACC padahal keterangan 1 X 24 jam, notifikasi chat update juga kaga ada Mohon pelayanannya agar diperbaiki. Thx;;
Khoirunnisa NH;5;29/03/2023 09:04;Sejauh ini nyaman memakai aplikasi gojek, mudah-mudahan kedepannya juga👍;;
Nenek Iyul;1;29/03/2023 08:51;Upgrade gopay plus lama banget beda sama apk tetangga (apk dana)lebih cepat verifikasinya...gua kasih bintang 🌟 satu;;
Lapak Banjarejoku;1;29/03/2023 08:45;Ongkirnya makin mahal, GPS nya sering eror dan tidak sesuai, pelayanan kurang memuaskan. Mending pindah ke aplikasi sebelah;;
Arip R Hakim;5;29/03/2023 08:36;Aplikasi simple, banyak fungsinya;;
Ibu Elis;2;29/03/2023 08:34;awalnya aplikasinya bagus,, sangat membantu, tpi setelh saya upgrade k gopay plus,, aduh verifikasinya terlallu lama lemot pelayanannya,,, harus nunggu 1x24 jam malah sekarang sudah lebih dari 1x24 jm msh dlm proses ,, sedangkn saya butuh buat transfer k sesama pengguna goopay,,, jgn persulit donk,,, jika tidak d acc pun tidak apa2,,, asal balikin lagi normal serperti biasa,,, soalnya saya mau transfer,,, udh telat ,,, harusnya saya transfer kmren,,, aduh klo gini caranya saya bisa kapok;;
Faisal Akakk;5;29/03/2023 08:25;okkk ntap;;
Akbarbahau ATM61;5;29/03/2023 08:12;Mntap;;
Gilang Fajar Nugroho;4;29/03/2023 08:09;Aplikasi yang bagus, driver yang bagus;;
Babang Aji;1;29/03/2023 08:09;Sangat mengecewakan sekali saya mau bayar ke rek BRI dari kemarin sampe hari ini blum masuk masuk pekerjaan sangat tidak frofesional padah no rek saya masih aktif tidak ada kendala;;
E Dwi A;5;29/03/2023 07:52;Semoga bermanfaat limet gopay paylater tambah...;;
Saipul Ipul;1;29/03/2023 07:21;Ada profil layanan di aplikasi gopartner malah bikin driver sengsara sudah onbid dari gelap sampe gelap cuma dikasih 3 orderan.orderannya cuma buat level gold dan platinum.#semakin sengsara;;
Marley Uyeman;1;29/03/2023 07:11;Maaf saya kasih bintang 1... Semakin Lama semakin Mehong ( MAHAL ) gak ada voucher, Semakin tinggi level semakin mahal.. kwkwkwkw. Biaya aplikasi 5rb ? Kwkwkw.. turun lah ke jalan wahai Saudaraku lihat bagaimana kondisi Pedagang Gofood Dan Driver nya.. mereka mengeluh sepi orderan.. trs saya tanya diri sendiri.. oia customer pikir 2x kalo mw order Gofood.. biaya antar sama tambahan aplikasi hampir 20rb... Itu belum di jam malam Hahahha. AKU MERINDUKAN GOJEK YANG DULU ! Matursuwun;;
Andi Andrianto;5;29/03/2023 07:00;Sangat membantu perjalanan, jadi lebih cepat.;;
Sulaeman Man;5;29/03/2023 06:52;Nyaman;;
Bernaldus Christian Erlangga;5;29/03/2023 06:42;Tambahkan fitur becak ride biar tambah rame dan kece;;
Andri Suhendar;1;29/03/2023 06:42;saya mohon kenapa saya g bs lihat berapa driver d tempat saya order;;
Tri Yantoe;5;29/03/2023 06:29;jadilah yg terbaik...;;
Saman Imas;1;29/03/2023 06:27;Satu ajh cukup untuk gojek;;
Maiia Serli;5;29/03/2023 06:24;Ok;;
Ahmad Faisal;5;29/03/2023 06:18;Driver ok;;
Rizkika Marthian;1;29/03/2023 06:08;Tolong perbaiki sistem transferan saya transfer contoh 50 rb tar jadi 500 rb suka merubah sendiri?;;
Ujang Maksum;5;29/03/2023 05:45;Aplikasi gojek ini sangat membantu sekali dalam bertransportasi sangat hemat.terimaksih gojek;;
grdou channel;1;29/03/2023 04:57;AWAS...pembobolan gopay. Saya mengalami taransaksi yg gak jelas. Ada pemberitahuan transaksi tapi ak gak menggunakan tansaksi itu. Hati hati ... klo gak ada keperluan mending keluar saja dari aplikasi ini . Biar aman (sing out);;
dhienri ione;5;29/03/2023 04:55;Mantap;;
Muslim pohan;1;29/03/2023 04:53;Susah untuk kirim uang nunggu verifikasi mulu, kelamaan verifikasi;;
Rano Sihombing;1;29/03/2023 04:30;Pesan Gocar yang datang Taxi Blue Bird😄 Monopoli sekali ya;;
Pak anta Anta;1;29/03/2023 04:29;gopay poin gunanya apa biar beli pulsa tidak bisa dipake harus terhubung ketokopedia coba kayak digrab ovopoin bisa langsung dipake beli pulsa diaplikasi nya pelit amat buat promo;;
asiyah ut;5;29/03/2023 04:22;lumayan praktis ada gojek;;
Rico Ricardo aruan;5;29/03/2023 04:16;Ga ada pitur tarik tunai kenapa ya;;
Andik Santuso;5;29/03/2023 04:13;Gojek makin asik ni, kemana mana tinggak klick....;;
Ardian Pustalung;2;29/03/2023 04:10;Tidak bisa tarik tunai lagi via atm bca;;
Citra dwi Pertiwi;4;29/03/2023 03:54;Tepat waktu amanah;;
Ichan Nzik;1;29/03/2023 03:39;BIKIN EMOSI, STATUSNYA TRANSFER BERHASIL. TP DI REKENING BANK JAGO NYA BELUM MASUK. INI APA SI BIKIN MALU AJA, LAGI TRANSAKSI JUGA. BIASANYA DI SECEPAT KILAT. LAH KOK INI . NGESELIN;;
Nirmala Manggiasih;1;29/03/2023 03:11;Karena saya pakai nomer baru akun gojek saya terdaftar atas nama orang lain dan email-nya orang tsb jg sehingga saya tdk bisa verivikasi email. Coba gojek kasih solusi tanpa saya harus bikin email baru, karena email yang saya gunakan sekarang sdh terdaftar akun gojek juga dgn nomer lama.;;
Su Marsih;1;29/03/2023 03:02;Harusnya dipermudah, kalo mau beralih dr goride ke gocar... kalo dipermudah tak kasih bintang 5... tolong pertimbangkan... trims;;
Annisa Tiawati;1;29/03/2023 02:52;Di tolak pinjaman hadeh ga usah dipromoin ...tarik tunai ga bisa makin buruk aplikasi nya;;
HW Group Official;5;29/03/2023 02:52;ok lah;;
Reno Ankek;1;29/03/2023 02:52;Fitur kirim uang. Kadang harus nunggu lama. Trus saldo dah ke potong, tapi duit blm masuk rek, penerima., Tolong d perbaiki lagi. Sangat mengecewakan fitur kirim uangnya.... Saya kasi bintang 1aja dulu .Karna layanan mengeceewakan....;;
nurhanifa fatih;4;29/03/2023 02:08;ada beberapa toko alfamart di cilegon yg selalu gagal jika kita ingin membayar dengan gopay, bukan sekali dua kali tapi akhir2 ini toko tersebut selalu gagal bayar jika pake gopay. ini sangat mengganggu pertumbuhan kita.;;
Bustomi Krendang;5;29/03/2023 01:56;Aku senang bersama gojek;;
Hasma Yassi;5;29/03/2023 01:42;bagus .simple ..praktis;;
Nanang Bki;5;29/03/2023 01:39;Sangat menyenangkan&membantu mksh Gojek👍👍👍🙏🙏🙏;;
Dadan Ramdani;5;29/03/2023 01:37;Ok;;
KRISNA 86;1;29/03/2023 01:35;Apk buruk!!tf kaga masuk saldony;;
Rijal Setiawan;1;29/03/2023 01:28;GoJek sekarang mahal banyak biaya yg gak jelas,ente harus liat GoJek aplikasi indriver sekarang lebih murah ketimbang GoJek banyak yg makenya sekarang.saya kasih tau lama lama org pakai itu apk itu,ketimbang GoJek dan GoJek pasti ditinggalin sama pengguna nya;;
Riski Simamora;5;29/03/2023 01:08;bintang 5;;
Achmad Mardani;1;29/03/2023 01:07;Terima Kasih;;
Sanori Jaka;5;29/03/2023 01:03;Bagus bagus layanannya sangat lengkap;;
Muhammad Ray Fernando;5;29/03/2023 01:02;Mantapp;;
Aldi Putera;5;29/03/2023 00:54;Siiippp;;
Dedi Kardi;1;29/03/2023 00:38;Jelek pelayanan nya,,,saya Ngajukan keluhan sudah seminggu tidak ada itikad baik untuk membalas;;
ANDANK GAMING;1;29/03/2023 00:37;"Isi Pulsa Gak Masuk"" padahal nomor udah betul, Saldo terpotong Pulsa Belom masuk. Pelayanan sampah";;
Yudi Wardana;5;29/03/2023 00:15;Sangat membantu;;
Alya Shafira;5;29/03/2023 00:14;Coba dulu ya gan;;
Irpan Rusmana 94;4;29/03/2023 00:10;Baik;;
Bernitama jo;1;29/03/2023 00:04;Setelah update. Banyak bug. Mau lakukan pembayaran. Tidak ada jaringan. Padahal jaringan normal. Barcode pembayaran. Sering eror. Tranfer juga seri g bengong. Ampe ke kirim 3x ngga ada notif headee;;
Fikri Kurniawan;1;28/03/2023 23:20;Terlalu besar potongan ny buat mitra;;
Arun Sena;5;28/03/2023 23:12;mantul;;
Redmi 10CNEW;1;28/03/2023 23:08;Upgrade kelamaan, di percepat apa nggak bisa ? Mau transaksi jadi susahh. Masak nunggu 1x24 jam keburu kagak bisa transaksi;;
Tari Sabolak;1;28/03/2023 23:01;tolong donk admin di hapus biaya layanan dan biaya apk setiap order selalu lama dapat driver ny blom LG kalo pesan goride pake biaya tambahan seribu enakan naik si kuning cuma 10 ribu kalo anda sendiri malah 13 ribu beda 3 ribu perak sangat merugikan;;
admin cangkring;5;28/03/2023 22:46;sangat membantu disaat sangat butuh, terimakasih;;
Dadan Rinta;5;28/03/2023 22:44;Ok;;
Herman Hermanto;5;28/03/2023 22:44;Sangat membantu;;
Cucok X;5;28/03/2023 22:32;Gak ribet;;
Kurnia Mansur;1;28/03/2023 22:28;Knp mintadi upgrade lagi ke gopayplus?? Kan sudah gopayplus..gojek ee..;;
jajang sunjana;1;28/03/2023 22:28;Biasa top up listrik /tagihan token lancar... Eh sekarang tambah parah... No Token nya ga dikirim bagai mana saya mau isi token nih..? bisa gelap gulita dah...;;
chendy ferdian;1;28/03/2023 22:20;Salah pin 3x nunggu nya 1 abad klo mau masukin pin lg,apk kntl baperan;;
Yan Yan;5;28/03/2023 22:18;Aplikasi yg bagus.. saya sudah menggunakan sejak tahun 2016;;
Kyuga;5;28/03/2023 22:03;Kerem;;
Agus Rukmanto;5;28/03/2023 22:01;Saya sebagai driver 2018 tetap ngasih bintang 5.tapi dengan sistem sekarang tampilan baru di aplikasi gojek driver akun sya hancur berantakan sudah berapa bulan kalau saya malas saya terima tapi saya selalu bekerja keras tapi hasilnya tak ada semakin ambruk sampai habis modal pinjam sana sini penumpukan hutang sedangkan sekarang di kota saya mulai masuk aplikator aplikator baru.jangan samakan sistem dengan aplikator sebelah justru sebaliknya sekarang aplikator seblah mengikuti sistem gojek dulu;;
Sukalam Sukalam;5;28/03/2023 21:44;Keren;;
fitri yuliati;5;28/03/2023 21:44;driver selalu menjaga prokes.;;
Reinaldhy Bangkit Kusuma;4;28/03/2023 21:43;4 cukup ya, karena 5 sempurna hanya milik Allah :);;
trieszt alnaqah;1;28/03/2023 21:33;Kita mau bayar pake barcode malah error aplikasi anjeng;;
fadli akhmad;5;28/03/2023 21:20;mayanlah;;
Bhodink Azka;5;28/03/2023 21:06;Bismillah;;
Edi Cakra;5;28/03/2023 21:02;Ok banget;;
supri supriatna;1;28/03/2023 20:56;TAMBAH KE SINI GO-JEK ITU TIDAK LAGI JADI KARYA ANAK BANGSA LAGI. MUNGKIN BANYAK YANG KORUPTOR JADI MALAH MEMERAS CUSTUMER. SEKARANG MAH PINDAH SEMUA CUSTUMER APAAN PAKE GO-JEK MAHAL MENDING PAKE APLIKASI YANG LAIN LEBIH MURAH BUKAN MEMERAS😀;;
Prayogi Yogi;1;28/03/2023 20:48;Mau transfer duit sendiri aja susah. Seharian gak bisa sama sekali. Kayak gini kok bisa jadi perusahaan gede .;;
Mdera Meifandi;5;28/03/2023 20:45;Sangat membantu;;
Rizal Aji;4;28/03/2023 20:41;Oke;;
Suhani Suhani;1;28/03/2023 20:34;Pantesan pelangganya pada kabur, sistem makin buruk.;;
Anik Jatirogo;5;28/03/2023 20:30;Mudah cara penggunaan aplikasinya gak reibet;;
Rohmadi Rohmadi;5;28/03/2023 20:17;Semoga makin baik;;
Cindy Dwi;2;28/03/2023 20:15;Kenapa kalok malem sulit pesen driver nya, padahal mau pulang kerja. Tolong dipermudah ya.;;
Fauzi Saputra;1;28/03/2023 20:15;teman kirim gopay gw tarik 2x udh di curigai;;
Takiya Hanif;1;28/03/2023 20:05;Sering error Gopay coin ga bisa di gunakan mending aplikasi sebelah.;;
Rizhal Saputra;5;28/03/2023 20:04;Bagus, sangat membantu untuk yang tidak tahu alamat tujuan, bisa langsung sampai pada alamat yang di tujukan;;
Dita Puspitasari;2;28/03/2023 20:02;bosku mengapa upgrade premium saya lama sekali mohon dibantu;;
Neni Rodiah;5;28/03/2023 19:38;Bismilah;;
Asenk Bismate;5;28/03/2023 19:28;oke;;
Kenneth Kho;1;28/03/2023 19:25;Mahal sekarang biaya ongkos gofood nya sekip deh;;
Fanny Setya Wulandari;5;28/03/2023 19:24;Mantap. Banyakin voucher diskonnya dan ongkirnya yaa;;
Suhemi Chandra;1;28/03/2023 19:07;Tidak bisa verifikasi email.mohon dibantu;;
YUSMAN Gt;5;28/03/2023 19:07;Mudah buat beli sesuatu karena mager;;
aldoo aldino;1;28/03/2023 19:05;aplikasi jelek padahal karya anak bangsa;;
Fatkhan Mubina;1;28/03/2023 19:04;Mau top up epep error terus;;
rudito;5;28/03/2023 18:56;drivernya baik;;
Sulthona Shodiq;5;28/03/2023 18:52;Bpk nya baik dan sopan.;;
Fikri Hidayatullah;1;28/03/2023 18:41;Jelek anj;;
Muhammad Rudy Assyarif (Rudy);1;28/03/2023 18:33;Ga ada solusi lapor sana sini saya sampai k kantor Banjarmasin masalah ga bisa ganti nomor,lapor brapa kali udah tetap ga ada solusi Sampai KTP kendala sdh dscrennsot.Pusing laporan 2 x 24 kalo lapor terus ga di tindak lanjuti nunggu ga ada solusi;;
Ardik Suseno;5;28/03/2023 18:29;Memudahkan;;
Setyo art;5;28/03/2023 18:23;Kerja bagus;;
Hafizh Urrahman;1;28/03/2023 18:18;Kayak mana inj saya buat aku go plus dari pagi sampai malam g siap siap;;
Mayani mayani;1;28/03/2023 18:15;pusing;;
Laila Arifin;5;28/03/2023 17:49;Alhamdulillah tertolong 😊😀☺;;
Ric Xu;4;28/03/2023 17:48;Promonya dkit, grab lbh banyak;;
Luis Cv;5;28/03/2023 17:44;Bagus banget;;
Rose Liany;5;28/03/2023 17:44;Keren;;
Clinic Industry;5;28/03/2023 17:43;Hingga saat ini seh pemakaian aplikasinya cocok.;;
ARY BASRY GINTING;5;28/03/2023 17:40;Saran saya.kasih lebih murah promo go send,go food,go mart khusus bulan ramadhan di kota medan Sumatera Utara;;
Sekar;1;28/03/2023 17:39;Minus saat pemesanan info dr apk sudah di konfirm dan dibuatkan, saat nunggu driver lama tiba tiba pesanan auto cancel. Rugi nunggu lama buat yg gajelas.;;
Infi Nix;5;28/03/2023 17:32;Membantu;;
El Nino;1;28/03/2023 17:31;Lama upgrade gopay plus;;
TwentY SIX Zone;5;28/03/2023 17:29;Bagus;;
Yurprianto Yusran;1;28/03/2023 17:28;Terlalu lama waktu verifikasi nya..;;
Raffael Shahreza Lesmana;1;28/03/2023 17:19;Apk gjelas topap bri ke gopay g masuk hadehhh;;
Adi Sanjaya;1;28/03/2023 17:17;Makin kesini makin kejam Lebih baik, di copot aja, alias UNINSTAL, dari pada gak ada apa² nya. Gojek TOLOL;;
Nanang Kipss;2;28/03/2023 17:15;Gimana ini disuruh updet udah tadisiang masa stelah itu ngk bisa digunakan katanya Lagi memproses ferifikasi terus dari tadisiang gimana ini;;
eko budiyanto;1;28/03/2023 16:50;aplikasi kofoookk.....;;
Edi Supardi;5;28/03/2023 16:50;Gojek memang mantap;;
Nur Halimah;1;28/03/2023 16:48;jujur gw kesel fungsinya gopay coins buat apa? cuma bisa buat blanja di tokopedia yg jujurly voucher dan promoannya masih menang toko oren, gopay coin juga minim promo di gofood, buattt apa jadiii 😭, nyesel gw;;
Usman Fauzzan;5;28/03/2023 16:47;Semakin sukses dengan pelayanan terbaiknya;;
Didi Sudirman;5;28/03/2023 16:40;Sangat terbantu dengan ada nya aplikasi gojek,sangat memudah kan kalau pengin makanan atau minta di anterin kemana aja,Terima kasih buat Gojek;;
Riad Alfahmi;1;28/03/2023 16:35;Gojek paraaahhh;;
Muhamad Rusman;5;28/03/2023 16:34;Promonya banyak;;
Mang Sugus;5;28/03/2023 16:20;Baik;;
Desa Hayup;5;28/03/2023 16:08;Siip;;
Dede Rohmansyah;5;28/03/2023 15:50;Apk nya bagus saya kasih bintang 5 langsung yah;;
Galih;1;28/03/2023 15:40;Gak jelas banget, tiba² saldoy gopay habis, padahal ga di pakai buat apa², udah coba minta bantuan tapi ga ada respon sama sekali;;
Resti Gustina Wati;5;28/03/2023 15:31;Gojek bohong;;
Naisha Putri;5;28/03/2023 15:29;Ok;;
Ronny Rm;5;28/03/2023 15:10;Terbantu kan, karena motor saya mogok, pakai gojek tidak kehilangan pekerjaan hari ini..;;
Wildan Xyz;1;28/03/2023 14:29;Kenapa tarik saldo gopay tunai jadi ilang semenjak saya update;;
